WKT,name,description
"POLYGON ((106.8235999 -6.1714739, 106.8234447 -6.1715496, 106.8233109 -6.1716787, 106.823248 -6.1717698, 106.8232496 -6.171957, 106.8232296 -6.1721122, 106.823215 -6.1722834, 106.8232284 -6.1736727, 106.8231292 -6.1750407, 106.823097 -6.179222, 106.8231131 -6.1799047, 106.8233706 -6.180054, 106.823671 -6.1802673, 106.8241645 -6.1803527, 106.8267609 -6.1802673, 106.8301298 -6.1801393, 106.8310095 -6.1800753, 106.8310525 -6.179734, 106.8308593 -6.179286, 106.830516 -6.178838, 106.8305589 -6.1784327, 106.8299796 -6.1778994, 106.8299581 -6.177622, 106.8299581 -6.176214, 106.8300225 -6.1754247, 106.8300547 -6.1750088, 106.8299367 -6.1740807, 106.8298508 -6.1736754, 106.8297918 -6.1734514, 106.8295236 -6.1733447, 106.8290998 -6.1730781, 106.8291213 -6.1726301, 106.82914 -6.1724461, 106.8291803 -6.1722727, 106.8292285 -6.1718194, 106.8290944 -6.1716487, 106.8289389 -6.1715314, 106.8285188 -6.1715197, 106.8281308 -6.1715293, 106.827355 -6.1715166, 106.8235999 -6.1714739))",Taman Monas,
