WKT,name,description
"POLYGON ((110.023296 -7.8999641, 110.4138478 -8.081687, 110.6270951 -8.1574446, 110.7268777 -8.1952816, 110.8294178 -8.2004703, 110.8307911 -8.1800811, 110.8198047 -8.1556126, 110.8156849 -8.1447372, 110.8005787 -8.1583314, 110.7868458 -8.156972, 110.7895923 -8.1229856, 110.7813526 -8.0889963, 110.7676197 -8.0482054, 110.7538868 -8.0182895, 110.7676197 -7.9870114, 110.7676197 -7.9489305, 110.7676197 -7.9162869, 110.7717396 -7.8945231, 110.7827259 -7.8727581, 110.7827259 -7.8523524, 110.7854725 -7.8237827, 110.7676197 -7.8115379, 110.7497669 -7.8183406, 110.7429005 -7.8060957, 110.7140613 -7.7911292, 110.7044483 -7.8047351, 110.6783558 -7.8047351, 110.6728626 -7.7897686, 110.6481434 -7.7979322, 110.6234241 -7.8006534, 110.5808521 -7.8074563, 110.584972 -7.7938504, 110.5588795 -7.7856867, 110.5424 -7.7965716, 110.5272938 -7.795211, 110.5135609 -7.7748015, 110.4929615 -7.7679981, 110.4929615 -7.7530303, 110.4806019 -7.7054018, 110.4709888 -7.6332685, 110.4654957 -7.5897103, 110.4448963 -7.543425, 110.4146839 -7.565207, 110.3872181 -7.5978778, 110.3528858 -7.6223793, 110.3226734 -7.6441573, 110.2979542 -7.66049, 110.2732349 -7.70268, 110.2622486 -7.6945145, 110.2649952 -7.6768221, 110.2622486 -7.6577679, 110.2512623 -7.6496016, 110.2224232 -7.6468795, 110.2004505 -7.6496016, 110.1716114 -7.6468795, 110.141399 -7.6468795, 110.1194263 -7.6645731, 110.1304127 -7.6809051, 110.1317859 -7.70268, 110.1290394 -7.7475873, 110.10844 -7.7761622, 110.0796009 -7.8033746, 110.0617481 -7.8169801, 110.0590015 -7.838748, 110.0452686 -7.8509919, 110.0452686 -7.8713977, 110.023296 -7.8999641))",Yogyakarta,
