WKT,name,description
"POLYGON ((106.7210559 -6.0888313, 106.7100696 -6.0949762, 106.6901569 -6.0963417, 106.688097 -6.1045348, 106.6956501 -6.1099968, 106.6915302 -6.1168242, 106.6874103 -6.1216033, 106.6867237 -6.1325269, 106.6922168 -6.1386713, 106.688097 -6.1448156, 106.6874103 -6.1591521, 106.6887836 -6.1728056, 106.7086963 -6.1816802, 106.7203693 -6.1912372, 106.7251758 -6.1994288, 106.7203693 -6.208303, 106.7169361 -6.2260507, 106.7347889 -6.2233204, 106.7437152 -6.2315115, 106.7464618 -6.2397025, 106.7478351 -6.2506236, 106.7560749 -6.2554015, 106.7533283 -6.2642747, 106.7526416 -6.2738303, 106.7601947 -6.278608, 106.7650013 -6.2902108, 106.7711811 -6.3004484, 106.7759876 -6.3154631, 106.8089466 -6.3161456, 106.8034534 -6.3291125, 106.7986469 -6.3441264, 106.7917804 -6.3550453, 106.794527 -6.365964, 106.8089466 -6.3639168, 106.817873 -6.3564102, 106.8322925 -6.3564102, 106.8398456 -6.3468562, 106.8473987 -6.3407142, 106.8570118 -6.3516332, 106.8686847 -6.3543629, 106.8803577 -6.365964, 106.8906574 -6.3700585, 106.9002704 -6.3700585, 106.9043903 -6.3618696, 106.9133167 -6.3652816, 106.9181232 -6.3427615, 106.9194965 -6.3257002, 106.9208698 -6.3093208, 106.9215564 -6.3018134, 106.9105701 -6.2963534, 106.9078235 -6.2840682, 106.9078235 -6.2717827, 106.9016437 -6.2642747, 106.9112567 -6.2554015, 106.9188098 -6.2513062, 106.9297962 -6.254719, 106.9414692 -6.2519887, 106.9442157 -6.2369722, 106.9517688 -6.2199074, 106.9627552 -6.2103508, 106.9682483 -6.1966983, 106.9716816 -6.1850934, 106.9703083 -6.1448156, 106.968935 -6.1018038, 106.9675617 -6.0765412, 106.8645649 -6.0792724, 106.7560749 -6.0710789, 106.7210559 -6.0888313))",Jakarta,
